Code,Code Type,Description,All Years,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
ICD-9-D-7220,ICD-9-D,Displacement of cervical intervertebral disc without myelopathy,924,34,15,40,71,562,202,-1,-1,-1,-1,-1,-1 
ICD-9-D-72210,ICD-9-D,Displacement of lumbar intervertebral disc without myelopathy,5437,39,67,122,1012,3173,1024,-1,-1,-1,-1,-1,-1 
ICD-9-D-72211,ICD-9-D,Displacement of thoracic intervertebral disc without myelopathy,94,-1,-1,-1,14,44,20,-1,-1,-1,-1,-1,-1 
ICD-9-D-7222,ICD-9-D,Displacement of intervertebral disc  site unspecified  without myelopathy,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7224,ICD-9-D,Degeneration of cervical intervertebral disc,858,41,38,41,86,470,182,-1,-1,-1,-1,-1,-1 
ICD-9-D-72251,ICD-9-D,Degeneration of thoracic or thoracolumbar intervertebral disc,113,23,11,13,15,43,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72252,ICD-9-D,Degeneration of lumbar or lumbosacral intervertebral disc,5091,234,275,179,800,2756,847,-1,-1,-1,-1,-1,-1 
ICD-9-D-7226,ICD-9-D,Degeneration of intervertebral disc  site unspecified,74,-1,13,-1,27,19,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72270,ICD-9-D,Intervertebral disc disorder with myelopathy  unspecified region,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72271,ICD-9-D,Intervertebral disc disorder with myelopathy  cervical region,86,-1,-1,-1,22,47,14,-1,-1,-1,-1,-1,-1 
ICD-9-D-72272,ICD-9-D,Intervertebral disc disorder with myelopathy  thoracic region,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72273,ICD-9-D,Intervertebral disc disorder with myelopathy  lumbar region,162,-1,-1,-1,31,97,27,-1,-1,-1,-1,-1,-1 
ICD-9-D-72280,ICD-9-D,Postlaminectomy syndrome  unspecified region,176,38,47,19,25,31,16,-1,-1,-1,-1,-1,-1 
ICD-9-D-72281,ICD-9-D,Postlaminectomy syndrome  cervical region,480,85,65,107,90,89,44,-1,-1,-1,-1,-1,-1 
ICD-9-D-72282,ICD-9-D,Postlaminectomy syndrome  thoracic region,103,18,25,14,28,16,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72283,ICD-9-D,Postlaminectomy syndrome  lumbar region,3081,860,605,459,457,473,227,-1,-1,-1,-1,-1,-1 
ICD-9-D-72290,ICD-9-D,Other and unspecified disc disorder  unspecified region,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72291,ICD-9-D,Other and unspecified disc disorder  cervical region,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72292,ICD-9-D,Other and unspecified disc disorder  thoracic region,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72293,ICD-9-D,Other and unspecified disc disorder  lumbar region,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7230,ICD-9-D,Spinal stenosis in cervical region,988,19,-1,22,50,600,288,-1,-1,-1,-1,-1,-1 
ICD-9-D-7231,ICD-9-D,Cervicalgia,1970,165,142,253,334,834,242,-1,-1,-1,-1,-1,-1 
ICD-9-D-7232,ICD-9-D,Cervicocranial syndrome,426,62,81,91,87,82,23,-1,-1,-1,-1,-1,-1 
ICD-9-D-7233,ICD-9-D,Cervicobrachial syndrome (diffuse),42,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7234,ICD-9-D,Brachial neuritis or radiculitis NOS,1486,133,143,209,319,526,156,-1,-1,-1,-1,-1,-1 
ICD-9-D-7235,ICD-9-D,Torticollis  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7236,ICD-9-D,Panniculitis specified as affecting neck,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7238,ICD-9-D,Other syndromes affecting cervical region,1777,400,264,282,275,368,188,-1,-1,-1,-1,-1,-1 
ICD-9-D-7239,ICD-9-D,Unspecified musculoskeletal disorders and symptoms referable to neck,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72400,ICD-9-D,Spinal stenosis  unspecified region,34,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72401,ICD-9-D,Spinal stenosis  thoracic region,39,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72402,ICD-9-D,Spinal stenosis  lumbar region  without neurogenic claudication,4182,129,111,120,121,2615,1086,-1,-1,-1,-1,-1,-1 
ICD-9-D-72403,ICD-9-D,Spinal stenosis  lumbar region  with neurogenic claudication,1445,-1,-1,-1,781,512,136,-1,-1,-1,-1,-1,-1 
ICD-9-D-72409,ICD-9-D,Spinal stenosis  other region,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7241,ICD-9-D,Pain in thoracic spine,321,36,50,77,75,59,24,-1,-1,-1,-1,-1,-1 
ICD-9-D-7242,ICD-9-D,Lumbago,6969,574,568,601,1576,2960,690,-1,-1,-1,-1,-1,-1 
ICD-9-D-7243,ICD-9-D,Sciatica,557,14,25,47,139,262,70,-1,-1,-1,-1,-1,-1 
ICD-9-D-7244,ICD-9-D,Thoracic or lumbosacral neuritis or radiculitis  unspecified,5346,680,600,645,1152,1847,422,-1,-1,-1,-1,-1,-1 
ICD-9-D-7245,ICD-9-D,Backache  unspecified,487,63,80,90,140,89,25,-1,-1,-1,-1,-1,-1 
ICD-9-D-7246,ICD-9-D,Disorders of sacrum,130,19,20,51,19,12,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72470,ICD-9-D,Unspecified disorder of coccyx,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72479,ICD-9-D,Other disorders of coccyx,47,11,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7248,ICD-9-D,Other symptoms referable to back,316,36,30,25,50,108,67,-1,-1,-1,-1,-1,-1 
ICD-9-D-7249,ICD-9-D,Other unspecified back disorders,69,-1,-1,12,24,14,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-725,ICD-9-D,Polymyalgia rheumatica,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7260,ICD-9-D,Adhesive capsulitis of shoulder,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72610,ICD-9-D,Disorders of bursae and tendons in shoulder region  unspecified,34,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72612,ICD-9-D,Bicipital tenosynovitis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72613,ICD-9-D,Partial tear of rotator cuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72619,ICD-9-D,Other specified disorders of bursae and tendons in shoulder region,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7262,ICD-9-D,Other affections of shoulder region  not elsewhere classified,32,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72631,ICD-9-D,Medial epicondylitis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72632,ICD-9-D,Lateral epicondylitis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7264,ICD-9-D,Enthesopathy of wrist and carpus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7265,ICD-9-D,Enthesopathy of hip region,99,32,-1,-1,25,18,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72660,ICD-9-D,Enthesopathy of knee  unspecified,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72670,ICD-9-D,Enthesopathy of ankle and tarsus  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72671,ICD-9-D,Achilles bursitis or tendinitis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7268,ICD-9-D,Other peripheral enthesopathies,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72690,ICD-9-D,Enthesopathy of unspecified site,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72691,ICD-9-D,Exostosis of unspecified site,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72700,ICD-9-D,Synovitis and tenosynovitis  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72703,ICD-9-D,Trigger finger (acquired),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72705,ICD-9-D,Other tenosynovitis of hand and wrist,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72706,ICD-9-D,Tenosynovitis of foot and ankle,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72709,ICD-9-D,Other synovitis and tenosynovitis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7271,ICD-9-D,Bunion,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7272,ICD-9-D,Specific bursitides often of occupational origin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7273,ICD-9-D,Other bursitis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72740,ICD-9-D,Synovial cyst  unspecified,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72741,ICD-9-D,Ganglion of joint,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72743,ICD-9-D,Ganglion  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72751,ICD-9-D,Synovial cyst of popliteal space,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72761,ICD-9-D,Complete rupture of rotator cuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72762,ICD-9-D,Nontraumatic rupture of tendons of biceps (long head),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72783,ICD-9-D,Plica syndrome,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72789,ICD-9-D,Other disorders of synovium  tendon  and bursa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7281,ICD-9-D,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72812,ICD-9-D,Traumatic myositis ossificans,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7282,ICD-9-D,Muscular wasting and disuse atrophy  not elsewhere classified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7283,ICD-9-D,Other specific muscle disorders,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72871,ICD-9-D,Plantar fascial fibromatosis,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72881,ICD-9-D,Interstitial myositis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72885,ICD-9-D,Spasm of muscle,160,16,14,19,31,54,26,-1,-1,-1,-1,-1,-1 
ICD-9-D-72886,ICD-9-D,Necrotizing fasciitis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72887,ICD-9-D,Muscle weakness (generalized),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72888,ICD-9-D,Rhabdomyolysis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72889,ICD-9-D,Other disorders of muscle  ligament  and fascia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7289,ICD-9-D,Unspecified disorder of muscle  ligament  and fascia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7290,ICD-9-D,Rheumatism  unspecified and fibrositis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7291,ICD-9-D,Myalgia and myositis  unspecified,1037,70,47,44,272,444,160,-1,-1,-1,-1,-1,-1 
ICD-9-D-7292,ICD-9-D,Neuralgia  neuritis  and radiculitis  unspecified,699,119,152,98,111,163,56,-1,-1,-1,-1,-1,-1 
ICD-9-D-7294,ICD-9-D,Fasciitis  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7295,ICD-9-D,Pain in limb,787,89,63,87,230,235,83,-1,-1,-1,-1,-1,-1 
ICD-9-D-7296,ICD-9-D,Residual foreign body in soft tissue,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72981,ICD-9-D,Swelling of limb,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72989,ICD-9-D,Other musculoskeletal symptoms referable to limbs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-72999,ICD-9-D,Other disorders of soft tissue,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73019,ICD-9-D,Chronic osteomyelitis  multiple sites,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73028,ICD-9-D,Unspecified osteomyelitis  other specified sites,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7312,ICD-9-D,Hypertrophic pulmonary osteoarthropathy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7320,ICD-9-D,Juvenile osteochondrosis of spine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7322,ICD-9-D,Nontraumatic slipped upper femoral epiphysis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7328,ICD-9-D,Other specified forms of osteochondropathy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73300,ICD-9-D,Osteoporosis  unspecified,49,12,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73301,ICD-9-D,Senile osteoporosis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73303,ICD-9-D,Disuse osteoporosis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73309,ICD-9-D,Other osteoporosis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73310,ICD-9-D,Pathologic fracture  unspecified site,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73313,ICD-9-D,Pathologic fracture of vertebrae,25,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73320,ICD-9-D,Cyst of bone (localized)  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7336,ICD-9-D,Tietzes disease,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73381,ICD-9-D,Malunion of fracture,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73382,ICD-9-D,Nonunion of fracture,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73390,ICD-9-D,Disorder of bone and cartilage  unspecified,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73392,ICD-9-D,Chondromalacia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73399,ICD-9-D,Other disorders of bone and cartilage,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7350,ICD-9-D,Hallux valgus (acquired),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7352,ICD-9-D,Hallux rigidus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7358,ICD-9-D,Other acquired deformities of toe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7366,ICD-9-D,Other acquired deformities of knee,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73679,ICD-9-D,Other acquired deformities of ankle and foot,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73681,ICD-9-D,Unequal leg length (acquired),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7370,ICD-9-D,Adolescent postural kyphosis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73710,ICD-9-D,Kyphosis (acquired) (postural),11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73712,ICD-9-D,Kyphosis  postlaminectomy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73720,ICD-9-D,Lordosis (acquired) (postural),14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73722,ICD-9-D,Other postsurgical lordosis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73730,ICD-9-D,Scoliosis [and kyphoscoliosis]  idiopathic,155,23,11,15,24,75,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73739,ICD-9-D,Other kyphoscoliosis and scoliosis,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73741,ICD-9-D,Kyphosis associated with other conditions,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73743,ICD-9-D,Scoliosis associated with other conditions,24,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7379,ICD-9-D,Unspecified curvature of spine,16,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7380,ICD-9-D,Acquired deformity of nose,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-73819,ICD-9-D,Other specified acquired deformity of head,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7384,ICD-9-D,Acquired spondylolisthesis,1416,-1,-1,-1,101,903,393,-1,-1,-1,-1,-1,-1 
ICD-9-D-7388,ICD-9-D,Acquired deformity of other specified site,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7389,ICD-9-D,Acquired deformity of unspecified site,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7391,ICD-9-D,Nonallopathic lesions  cervical region,17,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7392,ICD-9-D,Nonallopathic lesions  thoracic region,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7393,ICD-9-D,Nonallopathic lesions  lumbar region,32,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7394,ICD-9-D,Nonallopathic lesions  sacral region,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7395,ICD-9-D,Nonallopathic lesions  pelvic region,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7397,ICD-9-D,Nonallopathic lesions  upper extremities,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-74100,ICD-9-D,Spina bifida with hydrocephalus  unspecified region,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7420,ICD-9-D,Encephalocele,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7421,ICD-9-D,Microcephalus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7422,ICD-9-D,Congenital reduction deformities of brain,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7423,ICD-9-D,Congenital hydrocephalus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-74259,ICD-9-D,Other specified congenital anomalies of spinal cord,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7429,ICD-9-D,Unspecified congenital anomaly of brain  spinal cord  and nervous system,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7455,ICD-9-D,Ostium secundum type atrial septal defect,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7464,ICD-9-D,Congenital insufficiency of aortic valve,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-74685,ICD-9-D,Coronary artery anomaly,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-74782,ICD-9-D,Spinal vessel anomaly,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7507,ICD-9-D,Other specified anomalies of stomach,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75252,ICD-9-D,Retractile testis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75310,ICD-9-D,Cystic kidney disease  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75312,ICD-9-D,Polycystic kidney  unspecified type,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75313,ICD-9-D,Polycystic kidney  autosomal dominant,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75315,ICD-9-D,Renal dysplasia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75469,ICD-9-D,Other valgus deformities of feet,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75563,ICD-9-D,Other congenital deformity of hip (joint),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75566,ICD-9-D,Other anomalies of toes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7560,ICD-9-D,Anomalies of skull and face bones,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75611,ICD-9-D,Spondylolysis  lumbosacral region,56,-1,-1,-1,-1,44,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75612,ICD-9-D,Spondylolisthesis,37,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75617,ICD-9-D,Spina bifida occulta,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75619,ICD-9-D,Other anomalies of spine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75683,ICD-9-D,Ehlers-Danlos syndrome,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7589,ICD-9-D,Conditions due to anomaly of unspecified chromosome,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-75989,ICD-9-D,Other specified congenital anomalies,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7599,ICD-9-D,Congenital anomaly  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-76405,ICD-9-D,"Light-for-dates"without mention of fetal malnutrition  1 250- 1 499 grams,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78009,ICD-9-D,Other alteration of consciousness,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7802,ICD-9-D,Syncope and collapse,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78031,ICD-9-D,Febrile convulsions (simple)  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78039,ICD-9-D,Other convulsions,85,-1,11,22,19,19,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-7804,ICD-9-D,Dizziness and giddiness,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78050,ICD-9-D,Sleep disturbance  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78051,ICD-9-D,Insomnia with sleep apnea  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78052,ICD-9-D,Insomnia  unspecified,85,-1,-1,32,30,15,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78053,ICD-9-D,Hypersomnia with sleep apnea  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78054,ICD-9-D,Hypersomnia  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78056,ICD-9-D,Dysfunctions associated with sleep stages or arousal from sleep,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78057,ICD-9-D,Unspecified sleep apnea,96,-1,-1,20,22,24,15,-1,-1,-1,-1,-1,-1 
ICD-9-D-78059,ICD-9-D,Other sleep disturbances,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78060,ICD-9-D,Fever  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78071,ICD-9-D,Chronic fatigue syndrome,34,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78079,ICD-9-D,Other malaise and fatigue,43,-1,-1,13,14,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78093,ICD-9-D,Memory loss,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-9-D-78096,ICD-9-D,Generalized pain,64,-1,-1,16,12,21,-1,-1,-1,-1,-1,-1,-1 
